annee,academie,bac_general Inscrits,bac_general Présents,bac_general Réussite,bac_general Réussite (chiffres),bac_general AB,bac_general B,bac_general TB,bac_pro Inscrits,bac_pro Présents,bac_pro Réussite,bac_pro AB,bac_pro B,bac_pro TB,bac_techno Inscrits,bac_techno Présents,bac_techno Réussite,bac_techno AB,bac_techno B,bac_techno TB
1997,AIX-MARSEILLE,15713,15525,"0,7474396135",11604,2353,699,131,3845,3744,"0,7486645299",979,276,7,6966,6852,"0,7342381786",1018,171,11
1997,AMIENS,10472,10391,"0,7339043403",7626,1626,625,156,3282,3231,"0,7691117301",860,262,25,6161,6074,"0,7369114257",943,164,17
1997,ANTILLES-GUYANE ,5795,5660,"0,65",3679,546,157,32,2200,2136,"0,68",324,34,0,3197,3060,"0,66",169,15,3
1997,BESANCON,6809,6759,"0,7669773635",5184,1000,303,80,1877,1843,"0,8117200217",577,121,2,3345,3298,"0,8062462098",753,126,7
1997,BORDEAUX,16517,16309,"0,7500766448",12233,2154,588,83,3948,3856,"0,8067946058",1098,232,8,6756,6652,"0,7790138304",1057,171,13
1997,CAEN,8585,8517,"0,7252553716",6177,1110,335,56,2433,2384,"0,8196308725",750,134,12,3867,3812,"0,7788562434",644,104,4
1997,CLERMONT-FERRAND,7822,7752,"0,7687048504",5959,1270,422,78,2295,2236,"0,8161896243",706,226,12,3396,3331,"0,8135694986",724,135,7
1997,CORSE,1403,1387,"0,7721701514",1071,200,76,24,273,258,"0,7325581395",60,16,0,618,585,"0,6923076923",48,8,1
1997,CRETEIL,20626,20253,"0,70646324",14308,2716,783,108,6607,6468,"0,7520098949",1636,457,38,11737,11452,"0,749650716",1617,225,15
1997,DIJON,9164,9114,"0,7694755321",7013,1481,524,128,2396,2360,"0,7974576271",711,160,13,4487,4444,"0,7900540054",802,151,12
1997,GRENOBLE,17274,17038,"0,7993309074",13619,3053,1057,208,3797,3738,"0,8287854468",1124,330,16,7787,7658,"0,8166623139",1575,290,21
1997,LA REUNION,4461,4385,"0,6592930445",2891,550,214,75,1310,1268,"0,6758675079",218,31,0,2643,2592,"0,6631944444",279,59,0
1997,LILLE,24878,24585,"0,7452918446",18323,4134,1675,476,9035,8870,"0,7729425028",2391,695,92,15482,15278,"0,7436837282",2618,609,55
1997,LIMOGES,4125,4072,"0,722740668",2943,565,205,56,1335,1314,"0,796042618",365,98,7,2047,2014,"0,7358490566",319,49,2
1997,LYON,18251,17920,"0,7751116071",13890,2996,993,190,4812,4728,"0,8039340102",1496,356,21,7772,7606,"0,7737312648",1409,240,18
1997,MONTPELLIER,12859,12678,"0,7554819372",9578,2028,742,175,2779,2698,"0,8102297999",826,167,16,5289,5178,"0,7678640402",855,173,17
1997,NANCY-METZ,12972,12889,"0,7716657615",9946,2226,785,188,4515,4457,"0,7769800314",1209,320,16,7553,7473,"0,7660912619",1339,278,29
1997,NANTES,20778,20566,"0,7966060488",16383,3454,1037,189,5443,5368,"0,830290611",1622,355,16,9222,9078,"0,8443489755",2007,394,21
1997,NICE,9682,9521,"0,7504463817",7145,1554,558,115,2149,2093,"0,7926421405",624,173,7,4012,3809,"0,7498030979",561,73,7
1997,ORLEANS-TOURS,13287,13193,"0,7961797923",10504,2273,820,166,3805,3734,"0,8002142475",1115,301,15,6315,6258,"0,8334931288",1348,328,16
1997,PARIS,17020,16607,"0,7656409948",12715,3212,1210,177,3723,3603,"0,7676935887",970,309,26,4948,4804,"0,7508326395",743,107,8
1997,POITIERS,8784,8713,"0,7819350396",6813,1434,524,91,2477,2435,"0,8188911704",724,132,6,4298,4111,"0,8207248845",779,156,9
1997,REIMS,8130,8034,"0,7326362957",5886,1049,345,55,2501,2452,"0,8034257749",714,181,19,3792,3761,"0,7923424621",735,101,5
1997,RENNES,18495,18323,"0,7928286853",14527,2933,918,160,4749,4661,"0,8463848959",1490,357,15,9587,9510,"0,8227129338",1918,334,16
1997,ROUEN,9652,9572,"0,7714166318",7384,1561,488,90,3487,3423,"0,8048495472",919,284,17,5929,5854,"0,7517936454",909,138,8
1997,STRASBOURG,8844,8762,"0,7965076467",6979,1517,519,115,2822,2765,"0,7974683544",827,257,6,4107,4034,"0,8088745662",831,141,9
1997,TOULOUSE,14282,14083,"0,8087055315",11389,2451,905,168,3499,3427,"0,8187919463",1060,254,14,6216,6115,"0,819787408",1197,190,10
1997,VERSAILLES,29109,28495,"0,8107387261",23102,5614,1737,239,7567,7416,"0,7823624595",2193,634,53,15564,15219,"0,7908535383",2734,382,33
1998,AIX-MARSEILLE,15379,15152,"0,752375924",11400,2373,781,124,4061,3974,"0,7393054857",1020,185,9,7193,7088,"0,766224605",1221,235,20
1998,AMIENS,10661,10566,"0,7380276358",7798,1685,641,165,3259,3220,"0,7462732919",823,154,7,6257,6190,"0,7302100162",882,184,16
1998,BESANCON,6717,6659,"0,800720829",5332,1162,396,61,2038,2010,"0,7805970149",567,111,4,3543,3508,"0,8209806157",711,115,12
1998,BORDEAUX,16276,16102,"0,7849956527",12640,2541,753,125,4311,4249,"0,7724170393",1056,160,8,7178,7052,"0,8231707317",1251,257,20
1998,CAEN,8505,8416,"0,7644961977",6434,1358,458,74,2614,2565,"0,7816764133",684,120,3,4132,4074,"0,823269514",803,128,6
1998,CLERMONT-FERRAND,7558,7481,"0,8160673707",6105,1474,463,102,2182,2155,"0,8102088167",630,130,6,3555,3508,"0,8489167617",767,155,12
1998,CORSE,1498,1466,"0,7175989086",1052,179,75,21,317,303,"0,7128712871",59,9,0,652,642,"0,7274143302",83,15,0
1998,CRETEIL,20661,20273,"0,7256449465",14711,2811,767,113,6607,6488,"0,7322749692",1482,278,13,11932,11650,"0,7557939914",1676,217,20
1998,DIJON,9132,9132,"0,7997152869",7303,1734,601,144,2351,2326,"0,7532244196",563,93,1,4552,4551,"0,8119094704",936,207,12
1998,GRENOBLE,17391,17161,"0,8356156401",14340,3670,1335,292,3970,3934,"0,800965938",1088,191,4,8175,8028,"0,8394369706",1741,345,35
1998,GUADELOUPE,2931,2854,"0,6937631395",1980,281,56,14,1066,1028,"0,6575875486",108,9,0,1463,1400,"0,7428571429",104,11,2
1998,GUYANE,575,560,"0,6160714286",345,52,21,4,239,231,"0,6060606061",29,2,0,281,264,"0,6553030303",28,3,1
1998,LA REUNION,4310,4269,"0,7032091825",3002,548,244,79,1257,1241,"0,6768734891",174,21,4,2632,2609,"0,7102338061",342,50,4
1998,LILLE,24477,24262,"0,7573984008",18376,4093,1754,471,9484,9352,"0,7340675791",2171,605,70,15842,15624,"0,751344086",2740,594,67
1998,LIMOGES,4029,3988,"0,7527582748",3002,635,230,56,1204,1192,"0,7575503356",276,55,1,2015,1994,"0,7898696088",372,62,6
1998,LYON,17581,17352,"0,8173697556",14183,3447,1188,247,5086,5007,"0,7711204314",1486,271,14,7884,7741,"0,8036429402",1528,272,21
1998,MARTINIQUE,2284,2242,"0,7421944692",1664,322,85,20,993,980,"0,6734693878",115,10,1,1533,1467,"0,7218813906",106,10,1
1998,MONTPELLIER,12704,12537,"0,7743479301",9708,2083,787,167,3035,2944,"0,7795516304",791,152,11,5645,5571,"0,7799317896",974,169,7
1998,NANCY-METZ,12844,12844,"0,812441607",10435,2536,931,204,4621,4576,"0,7836538462",1284,255,10,8052,8039,"0,7957457395",1750,382,42
1998,NANTES,20291,20104,"0,8335654596",16758,4184,1323,221,5679,5602,"0,7997143877",1674,273,4,9395,9219,"0,8663629461",2231,495,37
1998,NICE,9731,9550,"0,7759162304",7410,1724,658,144,2348,2246,"0,7733748887",606,108,5,3917,3789,"0,7846397466",597,85,9
1998,ORLEANS-TOURS,13197,13124,"0,8197195977",10758,2692,1000,232,3675,3622,"0,7689122032",1010,178,8,6399,6323,"0,8432705994",1558,302,21
1998,PARIS,16525,16132,"0,7801884453",12586,3101,1236,199,3583,3499,"0,7413546728",952,182,13,4934,4781,"0,7709684166",795,150,17
1998,POITIERS,8838,8754,"0,8071738634",7066,1616,557,94,2448,2433,"0,7870941225",683,119,4,4400,4350,"0,824137931",830,123,8
1998,REIMS,7904,7824,"0,7887269939",6171,1429,467,110,2430,2398,"0,7468723937",561,97,7,4019,3983,"0,7886015566",784,138,13
1998,RENNES,18456,18456,"0,8389683572",15484,3769,1149,198,4866,4782,"0,8283145128",1518,338,12,9812,9798,"0,8370075526",2122,366,30
1998,ROUEN,9760,9668,"0,7785477865",7527,1684,531,120,3536,3502,"0,7798400914",965,197,17,6117,6019,"0,7639142715",1004,150,12
1998,STRASBOURG,8667,8566,"0,8091291151",6931,1714,652,153,2934,2884,"0,7926490985",896,180,14,4161,4113,"0,8232433747",944,224,16
1998,TOULOUSE,13744,13590,"0,8247976453",11209,2459,933,174,3580,3504,"0,8059360731",1007,219,12,6650,6536,"0,8421052632",1398,264,15
1998,VERSAILLES,29029,28440,"0,8228902954",23403,5585,1737,253,7601,7447,"0,7441922922",2017,345,15,15795,15451,"0,8160636852",3137,520,39
1999,AIX-MARSEILLE,15218,15049,"0,7429065054",11180,2182,754,144,4373,4297,"0,7670467768",1121,314,15,7428,7319,"0,7643120645",1238,213,17
1999,AMIENS,10637,10559,"0,744578085",7862,1664,644,167,3493,3445,"0,7799709724",904,218,29,6468,6377,"0,723067273",934,198,18
1999,BESANCON,6240,6192,"0,8149224806",5046,1134,418,98,2132,2100,"0,829047619",626,158,8,3770,3718,"0,8090371167",817,156,11
1999,BORDEAUX,15819,15649,"0,7753211068",12133,2355,740,124,4653,4575,"0,781420765",1204,208,11,7254,7164,"0,8171412619",1275,260,13
1999,CAEN,8204,8143,"0,7707233206",6276,1197,417,104,2755,2706,"0,8015521064",735,116,7,4125,4057,"0,7971407444",750,139,6
1999,CLERMONT-FERRAND,7092,7024,"0,8166287016",5736,1427,495,113,2203,2173,"0,7965945697",637,154,9,3453,3413,"0,8394374451",696,139,10
1999,CORSE,1561,1529,"0,7253106606",1109,192,80,32,326,316,"0,7689873418",86,17,2,618,582,"0,7233676976",55,13,1
1999,CRETEIL,20382,20287,"0,7017794647",14237,2648,789,126,6717,6569,"0,6836657025",1361,254,12,12702,12616,"0,7159955612",1675,272,25
1999,DIJON,8711,8626,"0,7944586135",6853,1527,563,121,2537,2498,"0,8174539632",701,144,6,4664,4597,"0,8198825321",910,197,25
1999,GRENOBLE,16783,16636,"0,8395647992",13967,3404,1383,305,4380,4329,"0,8041118041",1384,255,12,8705,8597,"0,8358729789",1724,357,27
1999,GUADELOUPE,2819,2780,"0,7208633094",2004,283,75,14,1233,1185,"0,7189873418",190,21,1,1484,1444,"0,6710526316",97,11,1
1999,GUYANE,608,593,"0,6239460371",370,66,13,1,317,294,"0,6394557823",59,9,0,328,314,"0,652866242",26,3,2
1999,LA REUNION,4343,4287,"0,7319804059",3138,641,294,76,1510,1474,"0,6879240163",207,41,3,2706,2665,"0,7181988743",328,79,7
1999,LILLE,24437,24271,"0,7532858143",18283,3905,1595,571,10166,9990,"0,7674674675",2479,766,61,16666,16459,"0,7511999514",2878,761,76
1999,LIMOGES,3961,3930,"0,768956743",3022,646,235,58,1355,1342,"0,8017883756",373,80,2,2028,2015,"0,7781637717",328,67,7
1999,LYON,16915,16743,"0,8140715523",13630,3300,1256,239,5382,5301,"0,7945670628",1553,397,24,8076,7943,"0,8038524487",1507,264,19
1999,MARTINIQUE,2354,2311,"0,7633059282",1764,279,99,27,1180,1147,"0,6826503923",178,22,4,1562,1519,"0,6787360105",97,18,0
1999,MONTPELLIER,12254,12137,"0,7795171789",9461,2046,688,174,3133,3031,"0,7759815242",806,130,11,5931,5826,"0,7866460693",1055,215,9
1999,NANCY-METZ,12486,12356,"0,794917449",9822,2328,864,185,4782,4723,"0,82278213",1452,349,20,8164,8046,"0,786850609",1583,344,28
1999,NANTES,19341,19162,"0,8324809519",15952,3576,1240,263,5863,5774,"0,8228264635",1856,347,19,9704,9591,"0,8617453863",2272,466,36
1999,NICE,9798,9599,"0,7584123346",7280,1549,584,150,2433,2368,"0,7787162162",657,131,7,4218,4120,"0,7757281553",670,133,2
1999,ORLEANS-TOURS,12699,12598,"0,7999682489",10078,2284,897,230,3954,3898,"0,7821959979",1077,235,10,6828,6759,"0,8224589436",1521,308,24
1999,PARIS,16308,16214,"0,7523744912",12199,2970,1109,203,3763,3665,"0,7416098226",977,215,8,4763,4727,"0,7677173683",835,179,15
1999,POITIERS,8554,8478,"0,7983014862",6768,1432,499,113,2634,2602,"0,8274404304",817,187,14,4569,4496,"0,8512010676",927,176,9
1999,REIMS,7339,7234,"0,7884987559",5704,1309,495,129,2558,2515,"0,7777335984",623,116,8,4158,4118,"0,791403594",864,170,14
1999,RENNES,17237,17097,"0,8390360882",14345,3328,1075,161,5075,4985,"0,8419257773",1612,299,18,10075,9975,"0,8333834586",2071,348,6
1999,ROUEN,9826,9732,"0,7407521578",7209,1346,475,107,3729,3687,"0,773528614",1018,258,20,6350,6246,"0,7640089657",1003,174,7
1999,STRASBOURG,8630,8538,"0,8192785196",6995,1695,739,158,3078,3028,"0,8048216645",917,223,19,4530,4468,"0,8178155774",937,240,17
1999,TOULOUSE,13637,13494,"0,8151030087",10999,2487,896,210,3637,3565,"0,7884992987",984,234,11,6849,6742,"0,8322456244",1418,265,20
1999,VERSAILLES,28549,28445,"0,8037616453",22863,5448,1751,295,8253,8093,"0,7370567157",2124,427,23,16503,16411,"0,7900798245",3015,537,32
2000,AIX-MARSEILLE,15389,15153,"0,7565498581",11464,2262,786,174,4617,4484,"0,7763157895",1258,373,27,7601,7401,"0,7694906094",1305,285,28
2000,AMIENS,10322,10180,"0,7654223969",7792,1629,619,178,3441,3379,"0,7756732761",947,224,15,6569,6374,"0,7576090367",1119,245,21
2000,BESANCON,6182,6115,"0,810466067",4956,1107,421,76,2211,2159,"0,8300138953",674,157,7,3679,3600,"0,8338888889",825,189,12
2000,BORDEAUX,15540,15332,"0,7996347508",12260,2522,756,126,5007,4888,"0,8095335516",1445,232,8,7427,7260,"0,8282369146",1534,277,26
2000,CAEN,7931,7824,"0,7669989775",6001,1099,373,45,2813,2750,"0,808",727,191,4,4121,4029,"0,8267560189",850,154,6
2000,CLERMONT-FERRAND,6972,6899,"0,8188143209",5649,1374,511,119,2382,2331,"0,8095238095",763,139,8,3324,3268,"0,8525091799",789,170,10
2000,CORSE,1489,1453,"0,7969717825",1158,192,73,29,302,289,"0,7128027682",75,15,1,687,663,"0,7752639517",95,16,1
2000,CRETEIL,20991,20902,"0,7215577457",15082,2872,854,174,7044,6797,"0,7245843755",1591,308,16,13581,13479,"0,7142963128",1868,312,27
2000,DIJON,8520,8444,"0,8111084794",6849,1576,543,117,2688,2664,"0,8246996997",812,202,10,4695,4603,"0,8016510971",1010,211,22
2000,GRENOBLE,16653,16414,"0,8623735835",14155,3619,1430,370,4619,4525,"0,8190055249",1377,240,13,8926,8722,"0,8494611328",2067,465,33
2000,GUADELOUPE,2878,2819,"0,7488471089",2111,331,94,17,1215,1173,"0,7374254049",144,20,0,1587,1547,"0,709114415",114,17,1
2000,GUYANE,654,635,"0,7133858268",453,79,20,4,321,307,"0,667752443",44,7,0,305,300,"0,6433333333",29,5,0
2000,LA REUNION,4343,4281,"0,7521607101",3220,678,261,133,1508,1468,"0,6914168937",245,53,3,2747,2675,"0,7203738318",329,55,7
2000,LILLE,24581,24274,"0,7724314081",18750,4079,1803,573,9890,9641,"0,7533450887",2464,589,56,16414,15937,"0,759678735",2875,808,87
2000,LIMOGES,3594,3539,"0,7931619101",2807,626,226,59,1205,1185,"0,8075949367",333,78,5,1972,1933,"0,7646145887",335,60,5
2000,LYON,16786,16573,"0,8245942195",13666,3371,1233,252,5626,5482,"0,8214155418",1795,475,32,8424,8222,"0,7983459012",1630,358,26
2000,MARTINIQUE,2383,2342,"0,7250213493",1698,265,100,20,1027,992,"0,6481854839",129,9,0,1616,1552,"0,6552835052",103,10,0
2000,MONTPELLIER,12044,11859,"0,7961042246",9441,2053,736,203,3381,3271,"0,7832467135",894,163,4,6269,6092,"0,7928430729",1218,261,23
2000,NANCY-METZ,12700,12527,"0,8080146883",10122,2233,844,185,4810,4742,"0,8342471531",1547,362,17,8502,8272,"0,7961798839",1677,410,43
2000,NANTES,18967,18742,"0,8401984847",15747,3717,1250,257,6332,6232,"0,8281450578",2080,408,31,9900,9735,"0,8554699538",2289,484,27
2000,NICE,10365,10065,"0,7866865375",7918,1804,668,182,2541,2461,"0,759853718",661,106,6,4537,4363,"0,787531515",777,148,12
2000,ORLEANS-TOURS,12998,12856,"0,8049159925",10348,2413,955,241,3795,3726,"0,8255501879",1170,252,27,6924,6787,"0,8161190511",1481,381,29
2000,PARIS,16435,16283,"0,7802616226",12705,3185,1219,242,4007,3917,"0,7531273934",1067,313,15,4907,4855,"0,7367662204",821,167,19
2000,POITIERS,8382,8291,"0,8125678447",6737,1380,490,96,2719,2660,"0,8469924812",947,184,13,4515,4428,"0,8462059621",928,157,7
2000,REIMS,7363,7264,"0,7947411894",5773,1316,464,131,2587,2524,"0,7951664025",725,161,8,4077,4014,"0,8106626806",886,170,11
2000,RENNES,16901,16738,"0,8634842873",14453,3503,1230,239,5242,5096,"0,8626373626",1852,391,25,10460,10294,"0,866135613",2473,417,31
2000,ROUEN,10469,10361,"0,758807065",7862,1591,525,132,3825,3730,"0,7847184987",1024,281,37,6649,6539,"0,746597339",983,175,9
2000,STRASBOURG,8565,8448,"0,8412642045",7107,1830,667,154,3391,3326,"0,8144918821",1037,271,9,4614,4504,"0,839920071",1073,280,24
2000,TOULOUSE,13642,13475,"0,8227829314",11087,2523,896,193,3818,3708,"0,8435814455",1209,288,23,6829,6679,"0,8483305884",1515,343,25
2000,VERSAILLES,29415,29292,"0,8119623105",23784,5689,1885,395,8694,8418,"0,7401995723",2190,460,23,17205,17095,"0,76782685",3134,582,49
2001,AIX-MARSEILLE,14891,14656,"0,7549808952",11065,2264,718,130,5015,4853,"0,758499897",1319,289,32,7732,7503,"0,7427695588",1123,225,17
2001,AMIENS,9697,9537,"0,7563175003",7213,1459,549,144,3387,3330,"0,7558558559",937,220,16,6224,6011,"0,7456330062",948,197,18
2001,BESANCON,6020,5942,"0,8017502524",4764,1132,391,83,2234,2190,"0,8383561644",690,137,7,3567,3504,"0,8030821918",719,149,17
2001,BORDEAUX,14844,14612,"0,8089926088",11821,2508,755,140,5100,4992,"0,7952724359",1366,241,14,7437,7280,"0,8237637363",1326,266,24
2001,CAEN,7796,7698,"0,769160821",5921,1195,351,66,2758,2687,"0,7990323781",759,116,3,3991,3903,"0,8234691263",753,131,12
2001,CLERMONT-FERRAND,6777,6711,"0,8123975563",5452,1276,442,91,2332,2285,"0,827571116",736,160,13,3268,3209,"0,8289186663",652,138,11
2001,CORSE,1355,1326,"0,8031674208",1065,191,86,23,338,319,"0,6990595611",69,10,0,756,734,"0,7820163488",87,25,2
2001,CRETEIL,20477,20294,"0,7129693505",14469,2719,782,131,7117,6892,"0,6636680209",1235,184,7,13573,13470,"0,6752041574",1421,231,27
2001,DIJON,8175,8081,"0,8146269026",6583,1547,563,131,2532,2503,"0,7838593688",646,112,4,4645,4547,"0,8104244557",938,205,21
2001,GRENOBLE,15825,15605,"0,8503684716",13270,3453,1334,290,4627,4545,"0,8074807481",1344,228,11,8729,8502,"0,8470948012",1781,403,39
2001,GUADELOUPE,2871,2826,"0,7300070771",2063,335,83,21,1228,1185,"0,7518987342",197,18,1,1576,1538,"0,7314694408",136,25,3
2001,GUYANE,715,702,"0,6296296296",442,64,24,7,327,312,"0,6923076923",55,4,1,395,385,"0,574025974",23,5,0
2001,LA REUNION,4342,4253,"0,7644015989",3251,674,261,68,1600,1550,"0,7103225806",313,55,1,2830,2732,"0,7192532943",390,83,4
2001,LILLE,23160,22783,"0,7776851161",17718,3997,1698,494,9785,9503,"0,7423971377",2205,556,54,16163,15649,"0,7532749696",2690,622,51
2001,LIMOGES,3373,3342,"0,7923399162",2648,547,219,53,1246,1218,"0,802134647",354,85,7,1910,1850,"0,7810810811",350,65,10
2001,LYON,16224,16008,"0,8210269865",13143,2971,1088,214,5732,5592,"0,7904148784",1709,356,24,8288,8061,"0,7935739983",1373,289,16
2001,MARTINIQUE,2426,2383,"0,7536718422",1796,284,104,18,1155,1108,"0,6453068592",174,25,1,1770,1688,"0,6498815166",107,14,1
2001,MONTPELLIER,11851,11694,"0,7800581495",9122,1913,664,139,3576,3436,"0,7945285215",937,177,10,6242,6075,"0,8023045267",1093,192,21
2001,NANCY-METZ,12211,12046,"0,8041673585",9687,2193,802,185,4653,4570,"0,8159737418",1341,277,19,8250,8023,"0,7934687773",1516,357,32
2001,NANTES,17647,17485,"0,8384901344",14661,3460,1185,222,6372,6260,"0,8212460064",1994,445,26,9519,9357,"0,857326066",2205,464,39
2001,NICE,9852,9604,"0,8025822574",7708,1846,779,200,2750,2638,"0,7581501137",652,120,11,4395,4217,"0,7813611572",635,130,14
2001,ORLEANS-TOURS,12497,12333,"0,7985080678",9848,2275,932,192,3913,3813,"0,794649882",1086,233,13,6775,6618,"0,817920822",1406,282,38
2001,PARIS,15523,15375,"0,7721626016",11872,2989,1200,227,4138,3981,"0,7251946747",914,222,21,5036,4976,"0,7039790997",676,129,22
2001,POITIERS,8061,7963,"0,7985683788",6359,1357,422,86,2696,2635,"0,8060721063",757,132,10,4423,4343,"0,8275385678",826,128,9
